topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
MISSING_TOPIC,a4,a5,although he plays very well without training.,And a young substitute always invigorates the team.,objection,premise,0.515
MISSING_TOPIC,a5,a4,But at times even the online sales outlets haven't been coping with the demand.,"Because for one thing, their products will still sell in bad times,",premise,premise,0.5093
MISSING_TOPIC,a3,a5,"This is why we need more police presence in public transport,",Passengers would definitely feel safer then.,claim,premise,0.5091
MISSING_TOPIC,a2,a5,We urgently need a midfield replacement for the coming match.,And a young substitute always invigorates the team.,claim,premise,0.508
MISSING_TOPIC,a1,a3,In a few decades our society will have a disproportionate number of old people:,and at the same time birth rates are declining.,claim,premise,0.5012
MISSING_TOPIC,a2,a3,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,premise,claim,0.5003
MISSING_TOPIC,a2,a3,"the life expectancy is constantly rising,",and at the same time birth rates are declining.,premise,premise,0.4985
MISSING_TOPIC,a3,a5,"Plus he comes to training way too rarely,",And a young substitute always invigorates the team.,premise,premise,0.4966
MISSING_TOPIC,a1,a5,Anti-virus software protects the users of a computer from dangers from the internet.,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",premise,premise,0.4962
MISSING_TOPIC,a3,a4,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",claim,objection,0.4936
MISSING_TOPIC,a3,a3,and you only get that with siblings.,like your brother.,premise,claim,0.4842
MISSING_TOPIC,a1,a1,Peter should close his snack bar as soon as possible.,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",claim,premise,0.4795
MISSING_TOPIC,a1,a3,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",Thus one of his ex-girlfriends must have been there.,premise,claim,0.4718
MISSING_TOPIC,a1,a2,Energy saving light bulbs contain a significant amount of toxins.,A commercially available bulb may contain for example up to five milligrams of mercury.,premise,claim,0.4656
MISSING_TOPIC,a2,a3,"He's just not a team player, and often goes it alone.","Plus he comes to training way too rarely,",premise,premise,0.462
MISSING_TOPIC,a2,a4,"He's just not a team player, and often goes it alone.",although he plays very well without training.,premise,objection,0.4564
MISSING_TOPIC,a1,a5,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",But even without an ex-girlfriend he would never touch that.,premise,objection,0.4537
MISSING_TOPIC,a3,a4,and at the same time birth rates are declining.,"Although having children has become more fashionable again in recent years,",premise,objection,0.4487
MISSING_TOPIC,a2,a4,"as too much TV makes you stupid in the long run,","It would be an exception if you only watched quiz shows,",premise,objection,0.448
MISSING_TOPIC,a1,a4,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case.",Ralf does insist that they drank advocaat together.,premise,objection,0.4461
MISSING_TOPIC,a3,a5,you should buy IBM shares if you want to invest.,"and in addition, such a share is not as sensitive as those of other IT companies.",claim,premise,0.445
MISSING_TOPIC,a1,a4,Today I will delete my Facebook account.,Facebook warns me emphatically that I may lose contact with my friends.,claim,objection,0.4436
MISSING_TOPIC,a1,a2,Berlin's basketball team has just come out of a sobering season.,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.,claim,premise,0.4419
MISSING_TOPIC,a4,a5,"It would be an exception if you only watched quiz shows,",but you tend to watch Big Brother and X-Diaries.,objection,objection,0.4403
MISSING_TOPIC,a1,a5,"You should watch less television,",but you tend to watch Big Brother and X-Diaries.,claim,objection,0.4395
MISSING_TOPIC,a1,a3,Freddy and I must be siblings.,and you only get that with siblings.,claim,premise,0.4372
MISSING_TOPIC,a4,a4,since they can only react to publicly known threats.,even if there are actually designated in-house security forces.,premise,objection,0.4336
MISSING_TOPIC,a2,a2,"the life expectancy is constantly rising,","Yes, there is a certain risk to life.",premise,objection,0.4314
MISSING_TOPIC,a3,a5,and at the same time birth rates are declining.,"However, no serious economist has confirmed this prediction to date.",premise,objection,0.4303
MISSING_TOPIC,a1,a4,"A bank bailout is very, very costly.",The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.,premise,objection,0.4273
MISSING_TOPIC,a1,a4,Schweinsteiger has now been injured for three days.,but that would only make the injury worse in the long run.,premise,objection,0.4229
MISSING_TOPIC,a2,a5,Especially the home games have seen the team stay behind expectations.,And a young substitute always invigorates the team.,premise,premise,0.4214
MISSING_TOPIC,a2,a3,Also the rules of the public transportation services are rarely observed.,"This is why we need more police presence in public transport,",premise,claim,0.4199
MISSING_TOPIC,a2,a4,Not only because I'm constantly astonished about who wants to be my friend.,Facebook warns me emphatically that I may lose contact with my friends.,premise,objection,0.4189
MISSING_TOPIC,a4,a5,but that would only make the injury worse in the long run.,And a young substitute always invigorates the team.,objection,premise,0.4181
MISSING_TOPIC,a5,a5,But that much of a coincidence is simply impossible.,But precisely this is unfortunately not the case.,objection,objection,0.4145
MISSING_TOPIC,a1,a3,The prototype of Audi's new sports car has car lovers raving.,"as the car jack-knifes at higher speeds,",claim,premise,0.4123
